OBJECTID,BOEM Lease Number,Project Name,Project Phase Number,Developer Name,Wind Turbine Identifier,Maximum Height (m),Maximum Megawatts,Maximum Rotor Diameter (m),Wind Turbine Model,Depth (m),Configuration Option Number,Installation Status,Notes,Longitude (NAD83),Latitude (NAD83),Northing,Easting,UTM Zone,Alternate location,x,y
4286,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.4135465,36.90021811,463156.1433,463156.1433,18N,,-8394997.779,4425208.63
4287,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.39798997,36.90027124,464542.143,464542.143,18N,,-8393266.033,4425216.026
4288,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.3824334,36.90032233,465928.1427,465928.1427,18N,,-8391534.284,4425223.138
4289,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33576347,36.90046338,470086.1418,470086.1418,18N,,-8386339.009,4425242.773
4290,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.32020676,36.90050632,471472.1415,471472.1415,18N,,-8384607.243,4425248.751
4291,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.30465001,36.90054723,472858.1413,472858.1413,18N,,-8382875.474,4425254.446
4292,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.27353643,36.90062293,475630.1407,475630.1407,18N,,-8379411.925,4425264.984
4293,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.2579796,36.90065773,477016.1404,477016.1404,18N,,-8377680.145,4425269.828
4294,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.22686586,36.90072121,479788.1398,479788.1398,18N,,-8374216.579,4425278.665
4295,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G03,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.47776524,36.91541003,457443.1446,457443.1446,18N,,-8402146.579,4427323.626
4296,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.46220576,36.91547159,458829.1443,458829.1443,18N,,-8400414.505,4427332.197
4297,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.44664624,36.9155311,460215.144,460215.144,18N,,-8398682.426,4427340.484
4298,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.43108666,36.91558859,461601.1437,461601.1437,18N,,-8396950.342,4427348.487
4299,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.39996739,36.91569743,464373.1431,464373.1431,18N,,-8393486.159,4427363.643
4300,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.38440769,36.9157488,465759.1428,465759.1428,18N,,-8391754.061,4427370.795
4301,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G10,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.36884796,36.91579813,467145.1425,467145.1425,18N,,-8390021.958,4427377.663
4302,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G11,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.35328819,36.91584542,468531.1422,468531.1422,18N,,-8388289.852,4427384.248
4303,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33772838,36.91589068,469917.1419,469917.1419,18N,,-8386557.741,4427390.549
4304,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.32216853,36.91593389,471303.1416,471303.1416,18N,,-8384825.627,4427396.566
4305,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.30660866,36.91597507,472689.1413,472689.1413,18N,,-8383093.509,4427402.299
4306,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.27548882,36.91605131,475461.1407,475461.1407,18N,,-8379629.263,4427412.915
4307,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.25992885,36.91608637,476847.1404,476847.1404,18N,,-8377897.136,4427417.797
4308,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.24436887,36.9161194,478233.1401,478233.1401,18N,,-8376165.005,4427422.395
4309,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.22880885,36.91615039,479619.1398,479619.1398,18N,,-8374432.872,4427426.71
4310,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F03,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.47977032,36.93082568,457273.1446,457273.1446,18N,,-8402369.783,4429470.202
4311,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.46420771,36.93088752,458659.1444,458659.1444,18N,,-8400637.361,4429478.814
4312,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.44864505,36.93094732,460045.1441,460045.1441,18N,,-8398904.933,4429487.142
4313,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.43308235,36.93100509,461431.1438,461431.1438,18N,,-8397172.501,4429495.186
4314,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.41751961,36.93106081,462817.1435,462817.1435,18N,,-8395440.063,4429502.947
4315,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.40195682,36.9311145,464203.1432,464203.1432,18N,,-8393707.621,4429510.423
4316,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.38639399,36.93116614,465589.1429,465589.1429,18N,,-8391975.175,4429517.615
4317,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F10,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.37083113,36.93121575,466975.1426,466975.1426,18N,,-8390242.724,4429524.524
4318,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F11,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.35526822,36.93126332,468361.1423,468361.1423,18N,,-8388510.269,4429531.148
4319,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33970529,36.93130885,469747.142,469747.142,18N,,-8386777.81,4429537.488
4320,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.32414231,36.93135234,471133.1417,471133.1417,18N,,-8385045.347,4429543.545
4321,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.30857931,36.93139379,472519.1414,472519.1414,18N,,-8383312.881,4429549.318
4322,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F15,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.29301627,36.9314332,473905.1411,473905.1411,18N,,-8381580.411,4429554.806
4323,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.2774532,36.93147057,475291.1408,475291.1408,18N,,-8379847.938,4429560.011
4324,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.26189011,36.93150591,476677.1405,476677.1405,18N,,-8378115.462,4429564.931
4325,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.24632699,36.9315392,478063.1402,478063.1402,18N,,-8376382.983,4429569.568
4326,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.23076385,36.93157046,479449.1399,479449.1399,18N,,-8374650.501,4429573.921
4327,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2E03,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.48176506,36.94625032,457104.1447,457104.1447,18N,,-8402591.836,4431618.462
4328,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2E04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.46619931,36.94631244,458490.1444,458490.1444,18N,,-8400859.066,4431627.115
4329,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2E05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.45063353,36.94637252,459876.1441,459876.1441,18N,,-8399126.289,4431635.485
4330,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2E06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.43506769,36.94643057,461262.1438,461262.1438,18N,,-8397393.508,4431643.569
4331,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2E07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.41950182,36.94648657,462648.1435,462648.1435,18N,,-8395660.722,4431651.37
4332,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2E08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.4039359,36.94654054,464034.1432,464034.1432,18N,,-8393927.931,4431658.887
4333,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2E09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.38836993,36.94659246,465420.143,465420.143,18N,,-8392195.136,4431666.119
4334,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2E10,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.37280394,36.94664234,466806.1427,466806.1427,18N,,-8390462.336,4431673.068
4335,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2E11,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.3572379,36.94669019,468192.1424,468192.1424,18N,,-8388729.532,4431679.732
4336,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3E13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.32610572,36.94677975,470964.1418,470964.1418,18N,,-8385263.913,4431692.208
4337,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3E14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.31053958,36.94682147,472350.1415,472350.1415,18N,,-8383531.097,4431698.019
4338,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3E15,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.29497341,36.94686116,473736.1412,473736.1412,18N,,-8381798.279,4431703.547
4339,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3E16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.2794072,36.9468988,475122.1409,475122.1409,18N,,-8380065.457,4431708.79
4340,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3E17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.26384098,36.9469344,476508.1406,476508.1406,18N,,-8378332.631,4431713.749
4341,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3E18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.24827472,36.94696796,477894.1403,477894.1403,18N,,-8376599.803,4431718.424
4342,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2D04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.46820299,36.96173723,458320.1445,458320.1445,18N,,-8401082.114,4433775.835
4343,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2D05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.45263407,36.9617976,459706.1442,459706.1442,18N,,-8399348.989,4433784.245
4344,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2D06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.4370651,36.96185593,461092.1439,461092.1439,18N,,-8397615.858,4433792.371
4345,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2D07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.42149609,36.96191221,462478.1436,462478.1436,18N,,-8395882.723,4433800.213
4346,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2D08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.40592703,36.96196646,463864.1433,463864.1433,18N,,-8394149.584,4433807.77
4347,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2D09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.39035793,36.96201866,465250.143,465250.143,18N,,-8392416.439,4433815.043
4348,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2D10,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.3747888,36.96206882,466636.1427,466636.1427,18N,,-8390683.29,4433822.031
4349,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2D11,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.35921963,36.96211694,468022.1424,468022.1424,18N,,-8388950.137,4433828.735
4350,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3D12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.34365042,36.96216302,469408.1421,469408.1421,18N,,-8387216.98,4433835.155
4351,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3D13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.32808117,36.96220706,470794.1418,470794.1418,18N,,-8385483.82,4433841.29
4352,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3D14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.31251189,36.96224906,472180.1416,472180.1416,18N,,-8383750.655,4433847.141
4353,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3D16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.28137325,36.96232692,474952.141,474952.141,18N,,-8380284.315,4433857.99
4354,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3D17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.26580388,36.9623628,476338.1407,476338.1407,18N,,-8378551.141,4433862.988
4355,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3D18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.25023449,36.96239663,477724.1404,477724.1404,18N,,-8376817.963,4433867.701
4356,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3D19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.23466507,36.96242842,479110.1401,479110.1401,18N,,-8375084.783,4433872.13
4357,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3D20,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.21909562,36.96245816,480496.1398,480496.1398,18N,,-8373351.6,4433876.274
4358,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2C06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.43905211,36.97728125,460923.144,460923.144,18N,,-8397837.051,4435941.603
4359,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3C12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.34561859,36.97759001,469239.1422,469239.1422,18N,,-8387436.077,4435984.628
4360,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3C13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33004621,36.97763432,470625.1419,470625.1419,18N,,-8385702.567,4435990.802
4361,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3C14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.31447379,36.97767659,472011.1416,472011.1416,18N,,-8383969.053,4435996.692
4362,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3C16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.28332887,36.977755,474783.141,474783.141,18N,,-8380502.014,4436007.619
4363,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3C17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.26775636,36.97779114,476169.1407,476169.1407,18N,,-8378768.49,4436012.655
4364,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3C18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.25218383,36.97782524,477555.1405,477555.1405,18N,,-8377034.963,4436017.407
4365,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3C19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.23661127,36.9778573,478941.1402,478941.1402,18N,,-8375301.433,4436021.874
4366,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3C20,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.22103868,36.97788731,480327.1399,480327.1399,18N,,-8373567.9,4436026.056
4367,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2B06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.44105113,36.99269744,460753.1441,460753.1441,18N,,-8398059.582,4438089.997
4368,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2B07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.42547585,36.99275429,462139.1438,462139.1438,18N,,-8396325.748,4438097.921
4369,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3B12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.34759879,36.99300787,469069.1423,469069.1423,18N,,-8387656.511,4438133.264
4370,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3B13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33202327,36.99305246,470455.142,470455.142,18N,,-8385922.652,4438139.479
4371,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3B14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.31644771,36.993095,471841.1417,471841.1417,18N,,-8384188.788,4438145.408
4372,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3B15,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.30087212,36.9931355,473227.1414,473227.1414,18N,,-8382454.921,4438151.053
4373,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3B16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.2852965,36.99317396,474613.1411,474613.1411,18N,,-8380721.05,4438156.413
4374,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3B17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.26972085,36.99321037,475999.1408,475999.1408,18N,,-8378987.177,4438161.488
4375,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3B18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.25414518,36.99324474,477385.1405,477385.1405,18N,,-8377253.3,4438166.278
4376,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2C07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.42348613,36.9773378,462308.5942,462308.5942,18N,,-8396104.254,4435949.482
4377,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2C05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.45572787,36.97738186,459439,459439,18N,,-8399693.389,4435955.622
4378,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2J08 (Spare),254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.39600215,36.884845,464712.1429,464712.1429,18N,,-8393044.75,4423068.837
4379,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2J10 (Spare),254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.36489523,36.88494459,467484.1424,467484.1424,18N,,-8389581.942,4423082.698
